canonicalProductionIndex,productionGroup,batchIndex,bookCode,partCode,nodeCode,titleZhHans,canonicalQuestionKey,registryStatus,publicationState,mappingState
770,BATCH-028,15,BOOK-4,P12,KN-B4-P12-059,结构转型窗口,book-w1c-cna-p12-013,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
771,BATCH-028,16,BOOK-4,P12,KN-B4-P12-060,文明路径依赖,book-w1c-cna-p12-014,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
772,BATCH-028,17,BOOK-4,P12,KN-B4-P12-061,文明历史分叉,book-w1c-cna-p12-015,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
773,BATCH-028,18,BOOK-4,P12,KN-B4-P12-062,文明扩展模式,book-w1c-cna-p12-016,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
774,BATCH-028,19,BOOK-4,P12,KN-B4-P12-063,空间扩展,book-w1c-cna-p12-017,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
775,BATCH-028,20,BOOK-4,P12,KN-B4-P12-064,制度扩展,book-w1c-cna-p12-018,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
776,BATCH-028,21,BOOK-4,P12,KN-B4-P12-065,经济扩展,book-w1c-cna-p12-019,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
777,BATCH-028,22,BOOK-4,P12,KN-B4-P12-066,文化扩展,book-w1c-cna-p12-020,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
778,BATCH-028,23,BOOK-4,P12,KN-B4-P12-067,知识扩展,book-w1c-cna-p12-021,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
779,BATCH-028,24,BOOK-4,P12,KN-B4-P12-068,技术扩展,book-w1c-cna-p12-022,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
780,BATCH-029,1,BOOK-4,P12,KN-B4-P12-069,网络扩展,book-w1c-cna-p12-023,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
781,BATCH-029,2,BOOK-4,P12,KN-B4-P12-070,文明影响半径,book-w1c-cna-p12-025,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
782,BATCH-029,3,BOOK-4,P12,KN-B4-P12-071,扩展负载,book-w1c-cna-p12-026,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
783,BATCH-029,4,BOOK-4,P12,KN-B4-P12-072,结构负载,book-w1c-cna-p12-027,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
784,BATCH-029,5,BOOK-4,P12,KN-B4-P12-073,人口负载,book-w1c-cna-p12-028,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
785,BATCH-029,6,BOOK-4,P12,KN-B4-P12-074,知识负载,book-w1c-cna-p12-029,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
786,BATCH-029,7,BOOK-4,P12,KN-B4-P12-075,基础设施负载,book-w1c-cna-p12-030,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
787,BATCH-029,8,BOOK-4,P12,KN-B4-P12-076,时间负载,book-w1c-cna-p12-031,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
788,BATCH-029,9,BOOK-4,P12,KN-B4-P12-077,未来压缩,book-w1c-cna-p12-032,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
789,BATCH-029,10,BOOK-4,P12,KN-B4-P12-078,文明扩展边界,book-w1c-cna-p12-033,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
790,BATCH-029,11,BOOK-4,P12,KN-B4-P12-079,载体依赖,book-w1c-cna-p12-040,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
791,BATCH-029,12,BOOK-4,P12,KN-B4-P12-080,历史文明案例架构,book-w1c-cna-p12-043,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
792,BATCH-029,13,BOOK-4,P12,KN-B4-P12-081,文明案例识别,book-w1c-cna-p12-044,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
793,BATCH-029,14,BOOK-4,P12,KN-B4-P12-082,文明阶段切分,book-w1c-cna-p12-045,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
794,BATCH-029,15,BOOK-4,P12,KN-B4-P12-083,跨文明比较,book-w1c-cna-p12-046,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
795,BATCH-029,16,BOOK-4,P12,KN-B4-P12-084,文明接触,book-w1c-cna-p12-048,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
796,BATCH-029,17,BOOK-4,P12,KN-B4-P12-085,文明吸收,book-w1c-cna-p12-049,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
797,BATCH-029,18,BOOK-4,P12,KN-B4-P12-086,文明融合,book-w1c-cna-p12-050,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
798,BATCH-029,19,BOOK-4,P12,KN-B4-P12-087,投影窗口,book-w1c-cna-p12-052,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
799,BATCH-029,20,BOOK-4,P12,KN-B4-P12-088,运行层投影,book-w1c-cna-p12-053,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
800,BATCH-029,21,BOOK-4,P12,KN-B4-P12-089,运行轨迹投影,book-w1c-cna-p12-054,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
801,BATCH-029,22,BOOK-4,P12,KN-B4-P12-090,角色拓扑投影,book-w1c-cna-p12-055,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
802,BATCH-029,23,BOOK-4,P12,KN-B4-P12-091,历史时间与投影时间,book-w1c-cna-p12-056,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
803,BATCH-029,24,BOOK-4,P12,KN-B4-P12-092,投影支持,book-w1c-cna-p12-059,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
804,BATCH-030,1,BOOK-4,P12,KN-B4-P12-093,投影失配,book-w1c-cna-p12-060,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
805,BATCH-030,2,BOOK-4,P12,KN-B4-P12-094,文明轨迹,book-w1c-cna-p12-062,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
806,BATCH-030,3,BOOK-4,P12,KN-B4-P12-095,文明方向,book-w1c-cna-p12-063,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
807,BATCH-030,4,BOOK-4,P12,KN-B4-P12-096,文明未知边界,book-w1c-cna-p12-066,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
808,BATCH-030,5,BOOK-4,P12,KN-B4-P12-097,文明图谱完成,book-w1c-cna-p12-067,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
809,BATCH-030,6,BOOK-4,P12,KN-B4-P12-098,观察阈值,book-w1c-cna-p12-068,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
810,BATCH-039,4,BOOK-5,P13,KN-B5-P13-076,证据来源,book-w1c-cna-p13-001,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
811,BATCH-039,5,BOOK-5,P13,KN-B5-P13-077,投影来源,book-w1c-cna-p13-003,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
812,BATCH-039,6,BOOK-5,P13,KN-B5-P13-078,投影尺度,book-w1c-cna-p13-004,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
813,BATCH-039,7,BOOK-5,P13,KN-B5-P13-079,读取对象,book-w1c-cna-p13-006,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
814,BATCH-039,8,BOOK-5,P13,KN-B5-P13-080,读取尺度,book-w1c-cna-p13-007,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
815,BATCH-039,9,BOOK-5,P13,KN-B5-P13-081,投影进入读取,book-w1c-cna-p13-008,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
816,BATCH-039,10,BOOK-5,P13,KN-B5-P13-082,读取一致性,book-w1c-cna-p13-009,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
817,BATCH-039,11,BOOK-5,P13,KN-B5-P13-083,读取版本,book-w1c-cna-p13-010,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
818,BATCH-039,12,BOOK-5,P13,KN-B5-P13-084,解释比较,book-w1c-cna-p13-011,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
819,BATCH-039,13,BOOK-5,P13,KN-B5-P13-085,投影治理,book-w1c-cna-p13-012,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
820,BATCH-039,14,BOOK-5,P13,KN-B5-P13-086,读取作为重建,book-w1c-cna-p13-014,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
821,BATCH-039,15,BOOK-5,P13,KN-B5-P13-087,读取作为参与,book-w1c-cna-p13-015,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
822,BATCH-039,16,BOOK-5,P13,KN-B5-P13-088,读取作为影响,book-w1c-cna-p13-016,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
823,BATCH-039,17,BOOK-5,P13,KN-B5-P13-089,读取与决定,book-w1c-cna-p13-017,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
824,BATCH-039,18,BOOK-5,P14,KN-B5-P14-053,压力诊断,book-w1c-cna-p14-004,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
825,BATCH-039,19,BOOK-5,P14,KN-B5-P14-054,漂移诊断,book-w1c-cna-p14-005,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
826,BATCH-039,20,BOOK-5,P14,KN-B5-P14-055,碎裂诊断,book-w1c-cna-p14-006,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
827,BATCH-039,21,BOOK-5,P14,KN-B5-P14-056,饱和诊断,book-w1c-cna-p14-007,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
828,BATCH-039,22,BOOK-5,P14,KN-B5-P14-057,停滞诊断,book-w1c-cna-p14-008,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
829,BATCH-039,23,BOOK-5,P14,KN-B5-P14-058,结构失配诊断,book-w1c-cna-p14-009,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
830,BATCH-039,24,BOOK-5,P14,KN-B5-P14-059,方向边界,book-w1c-cna-p14-013,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
831,BATCH-040,1,BOOK-5,P14,KN-B5-P14-060,路径形成,book-w1c-cna-p14-014,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
832,BATCH-040,2,BOOK-5,P14,KN-B5-P14-061,最小改变路径,book-w1c-cna-p14-015,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
833,BATCH-040,3,BOOK-5,P14,KN-B5-P14-062,结构调整路径,book-w1c-cna-p14-016,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
834,BATCH-040,4,BOOK-5,P14,KN-B5-P14-063,路径依赖,book-w1c-cna-p14-018,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
835,BATCH-040,5,BOOK-5,P14,KN-B5-P14-064,路径可逆性,book-w1c-cna-p14-019,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
836,BATCH-040,6,BOOK-5,P14,KN-B5-P14-065,风险与机会,book-w1c-cna-p14-021,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
837,BATCH-040,7,BOOK-5,P14,KN-B5-P14-066,决定窗口,book-w1c-cna-p14-022,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
838,BATCH-040,8,BOOK-5,P14,KN-B5-P14-067,适应性决定,book-w1c-cna-p14-023,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
839,BATCH-040,9,BOOK-5,P14,KN-B5-P14-068,决定边界,book-w1c-cna-p14-024,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
840,BATCH-040,10,BOOK-5,P14,KN-B5-P14-069,行动尺度,book-w1c-cna-p14-026,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
841,BATCH-040,11,BOOK-5,P14,KN-B5-P14-070,行动顺序,book-w1c-cna-p14-027,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
842,BATCH-040,12,BOOK-5,P14,KN-B5-P14-071,行动资源,book-w1c-cna-p14-028,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
843,BATCH-040,13,BOOK-5,P14,KN-B5-P14-072,行动权限,book-w1c-cna-p14-029,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
844,BATCH-040,14,BOOK-5,P14,KN-B5-P14-073,结构行动,book-w1c-cna-p14-032,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
845,BATCH-040,15,BOOK-5,P14,KN-B5-P14-074,多运行行动,book-w1c-cna-p14-033,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
846,BATCH-040,16,BOOK-5,P14,KN-B5-P14-075,行动停止条件,book-w1c-cna-p14-034,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
847,BATCH-040,17,BOOK-5,P14,KN-B5-P14-076,专业诊断,book-w1c-cna-p14-036,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
848,BATCH-040,18,BOOK-5,P14,KN-B5-P14-077,跨专业协作,book-w1c-cna-p14-037,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
849,BATCH-040,19,BOOK-5,P14,KN-B5-P14-078,预期结果,book-w1c-cna-p14-040,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
850,BATCH-040,20,BOOK-5,P14,KN-B5-P14-079,非预期结果,book-w1c-cna-p14-041,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
851,BATCH-040,21,BOOK-5,P14,KN-B5-P14-080,结果延迟,book-w1c-cna-p14-043,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
852,BATCH-040,22,BOOK-5,P14,KN-B5-P14-081,结果冲突,book-w1c-cna-p14-044,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
853,BATCH-040,23,BOOK-5,P14,KN-B5-P14-082,下一运行条件,book-w1c-cna-p14-053,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
854,BATCH-040,24,BOOK-5,P15,KN-B5-P15-072,闭合条件,book-w1c-cna-p15-001,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
855,BATCH-041,1,BOOK-5,P15,KN-B5-P15-073,收束出现,book-w1c-cna-p15-004,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
856,BATCH-041,2,BOOK-5,P15,KN-B5-P15-074,未完成状态,book-w1c-cna-p15-005,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
857,BATCH-041,3,BOOK-5,P15,KN-B5-P15-075,责任归位,book-w1c-cna-p15-006,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
858,BATCH-041,4,BOOK-5,P15,KN-B5-P15-076,未解决运行,book-w1c-cna-p15-008,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
859,BATCH-041,5,BOOK-5,P15,KN-B5-P15-077,遗留责任,book-w1c-cna-p15-009,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
860,BATCH-041,6,BOOK-5,P15,KN-B5-P15-078,收束边界,book-w1c-cna-p15-010,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
861,BATCH-041,7,BOOK-5,P15,KN-B5-P15-079,现实残留,book-w1c-cna-p15-011,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
862,BATCH-041,8,BOOK-5,P15,KN-B5-P15-080,关系残留,book-w1c-cna-p15-012,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
863,BATCH-041,9,BOOK-5,P15,KN-B5-P15-081,制度残留,book-w1c-cna-p15-013,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
864,BATCH-041,10,BOOK-5,P15,KN-B5-P15-082,金融残留,book-w1c-cna-p15-014,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
865,BATCH-041,11,BOOK-5,P15,KN-B5-P15-083,残留负载,book-w1c-cna-p15-015,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
866,BATCH-041,12,BOOK-5,P15,KN-B5-P15-084,运行记忆,book-w1c-cna-p15-016,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
867,BATCH-041,13,BOOK-5,P15,KN-B5-P15-085,关系记忆,book-w1c-cna-p15-017,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
868,BATCH-041,14,BOOK-5,P15,KN-B5-P15-086,人工记忆,book-w1c-cna-p15-018,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
869,BATCH-041,15,BOOK-5,P15,KN-B5-P15-087,记忆压缩,book-w1c-cna-p15-019,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
870,BATCH-041,16,BOOK-5,P15,KN-B5-P15-088,记忆失真,book-w1c-cna-p15-020,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
871,BATCH-041,17,BOOK-5,P15,KN-B5-P15-089,记忆边界,book-w1c-cna-p15-021,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
872,BATCH-041,18,BOOK-5,P15,KN-B5-P15-090,承接出现,book-w1c-cna-p15-022,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
873,BATCH-041,19,BOOK-5,P15,KN-B5-P15-091,信息承接,book-w1c-cna-p15-023,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
874,BATCH-041,20,BOOK-5,P15,KN-B5-P15-092,结构承接,book-w1c-cna-p15-024,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
875,BATCH-041,21,BOOK-5,P15,KN-B5-P15-093,关系承接,book-w1c-cna-p15-025,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
876,BATCH-041,22,BOOK-5,P15,KN-B5-P15-094,生物承接,book-w1c-cna-p15-026,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
877,BATCH-041,23,BOOK-5,P15,KN-B5-P15-095,文化承接,book-w1c-cna-p15-027,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
878,BATCH-041,24,BOOK-5,P15,KN-B5-P15-096,技术承接,book-w1c-cna-p15-028,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
879,BATCH-042,1,BOOK-5,P15,KN-B5-P15-097,制度承接,book-w1c-cna-p15-029,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
880,BATCH-042,2,BOOK-5,P15,KN-B5-P15-098,代际资产,book-w1c-cna-p15-030,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
881,BATCH-042,3,BOOK-5,P15,KN-B5-P15-099,选择性承接,book-w1c-cna-p15-031,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
882,BATCH-042,4,BOOK-5,P15,KN-B5-P15-100,迁移变形,book-w1c-cna-p15-035,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
883,BATCH-042,5,BOOK-5,P15,KN-B5-P15-101,继任运行,book-w1c-cna-p15-036,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
884,BATCH-042,6,BOOK-5,P15,KN-B5-P15-102,继任身份,book-w1c-cna-p15-037,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
885,BATCH-042,7,BOOK-5,P15,KN-B5-P15-103,多重继任,book-w1c-cna-p15-038,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
886,BATCH-042,8,BOOK-5,P15,KN-B5-P15-104,断裂继任,book-w1c-cna-p15-039,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
887,BATCH-042,9,BOOK-5,P15,KN-B5-P15-105,人机承接,book-w1c-cna-p15-041,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
888,BATCH-042,10,BOOK-5,P15,KN-B5-P15-106,继任边界,book-w1c-cna-p15-042,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
889,BATCH-042,11,BOOK-5,P15,KN-B5-P15-107,文明承接,book-w1c-cna-p15-043,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
890,BATCH-042,12,BOOK-5,P15,KN-B5-P15-108,制度承接,book-w1c-cna-p15-044,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
891,BATCH-042,13,BOOK-5,P15,KN-B5-P15-109,知识承接,book-w1c-cna-p15-045,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
892,BATCH-042,14,BOOK-5,P15,KN-B5-P15-110,文化承接,book-w1c-cna-p15-046,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
893,BATCH-042,15,BOOK-5,P15,KN-B5-P15-111,基础设施承接,book-w1c-cna-p15-047,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
894,BATCH-042,16,BOOK-5,P15,KN-B5-P15-112,文明遗产,book-w1c-cna-p15-048,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
895,BATCH-042,17,BOOK-5,P15,KN-B5-P15-113,文明继任,book-w1c-cna-p15-049,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
896,BATCH-042,18,BOOK-5,P15,KN-B5-P15-114,文明混合继任,book-w1c-cna-p15-050,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
897,BATCH-042,19,BOOK-5,P15,KN-B5-P15-115,人机文明档案,book-w1c-cna-p15-051,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
898,BATCH-042,20,BOOK-5,P15,KN-B5-P15-116,文明承接边界,book-w1c-cna-p15-052,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
899,BATCH-042,21,BOOK-5,P15,KN-B5-P15-117,下一运行条件,book-w1c-cna-p15-053,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
