"序号","分类","R2 object key","公开图片链接","用途","原登记页面","检查状态","实际显示页面","引用文件"
"203","塔罗牌","images/tarot/rws-1909-major-06-lovers.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-major-06-lovers.webp","塔罗抽牌与牌义图：RWS-MAJOR-06","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"204","塔罗牌","images/tarot/rws-1909-major-07-chariot.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-major-07-chariot.webp","塔罗抽牌与牌义图：RWS-MAJOR-07","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"205","塔罗牌","images/tarot/rws-1909-major-08-strength.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-major-08-strength.webp","塔罗抽牌与牌义图：RWS-MAJOR-08","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"206","塔罗牌","images/tarot/rws-1909-major-09-hermit.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-major-09-hermit.webp","塔罗抽牌与牌义图：RWS-MAJOR-09","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"207","塔罗牌","images/tarot/rws-1909-major-10-wheel-of-fortune.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-major-10-wheel-of-fortune.webp","塔罗抽牌与牌义图：RWS-MAJOR-10","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"208","塔罗牌","images/tarot/rws-1909-major-11-justice.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-major-11-justice.webp","塔罗抽牌与牌义图：RWS-MAJOR-11","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"209","塔罗牌","images/tarot/rws-1909-major-12-hanged-man.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-major-12-hanged-man.webp","塔罗抽牌与牌义图：RWS-MAJOR-12","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"210","塔罗牌","images/tarot/rws-1909-major-13-death.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-major-13-death.webp","塔罗抽牌与牌义图：RWS-MAJOR-13","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"211","塔罗牌","images/tarot/rws-1909-major-14-temperance.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-major-14-temperance.webp","塔罗抽牌与牌义图：RWS-MAJOR-14","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"212","塔罗牌","images/tarot/rws-1909-major-15-devil.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-major-15-devil.webp","塔罗抽牌与牌义图：RWS-MAJOR-15","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"213","塔罗牌","images/tarot/rws-1909-major-16-tower.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-major-16-tower.webp","塔罗抽牌与牌义图：RWS-MAJOR-16","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"214","塔罗牌","images/tarot/rws-1909-major-17-star.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-major-17-star.webp","塔罗抽牌与牌义图：RWS-MAJOR-17","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"215","塔罗牌","images/tarot/rws-1909-major-18-moon.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-major-18-moon.webp","塔罗抽牌与牌义图：RWS-MAJOR-18","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"216","塔罗牌","images/tarot/rws-1909-major-19-sun.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-major-19-sun.webp","塔罗抽牌与牌义图：RWS-MAJOR-19","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"217","塔罗牌","images/tarot/rws-1909-major-20-judgement.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-major-20-judgement.webp","塔罗抽牌与牌义图：RWS-MAJOR-20","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"218","塔罗牌","images/tarot/rws-1909-major-21-world.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-major-21-world.webp","塔罗抽牌与牌义图：RWS-MAJOR-21","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"219","塔罗牌","images/tarot/rws-1909-pentacles-01-ace.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-pentacles-01-ace.webp","塔罗抽牌与牌义图：RWS-PENTACLES-ACE","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"220","塔罗牌","images/tarot/rws-1909-pentacles-02-two.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-pentacles-02-two.webp","塔罗抽牌与牌义图：RWS-PENTACLES-TWO","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"221","塔罗牌","images/tarot/rws-1909-pentacles-03-three.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-pentacles-03-three.webp","塔罗抽牌与牌义图：RWS-PENTACLES-THREE","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"222","塔罗牌","images/tarot/rws-1909-pentacles-04-four.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-pentacles-04-four.webp","塔罗抽牌与牌义图：RWS-PENTACLES-FOUR","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"223","塔罗牌","images/tarot/rws-1909-pentacles-05-five.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-pentacles-05-five.webp","塔罗抽牌与牌义图：RWS-PENTACLES-FIVE","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"224","塔罗牌","images/tarot/rws-1909-pentacles-06-six.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-pentacles-06-six.webp","塔罗抽牌与牌义图：RWS-PENTACLES-SIX","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"225","塔罗牌","images/tarot/rws-1909-pentacles-07-seven.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-pentacles-07-seven.webp","塔罗抽牌与牌义图：RWS-PENTACLES-SEVEN","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"226","塔罗牌","images/tarot/rws-1909-pentacles-08-eight.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-pentacles-08-eight.webp","塔罗抽牌与牌义图：RWS-PENTACLES-EIGHT","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"227","塔罗牌","images/tarot/rws-1909-pentacles-09-nine.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-pentacles-09-nine.webp","塔罗抽牌与牌义图：RWS-PENTACLES-NINE","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"228","塔罗牌","images/tarot/rws-1909-pentacles-10-ten.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-pentacles-10-ten.webp","塔罗抽牌与牌义图：RWS-PENTACLES-TEN","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"229","塔罗牌","images/tarot/rws-1909-pentacles-11-page.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-pentacles-11-page.webp","塔罗抽牌与牌义图：RWS-PENTACLES-PAGE","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"230","塔罗牌","images/tarot/rws-1909-pentacles-12-knight.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-pentacles-12-knight.webp","塔罗抽牌与牌义图：RWS-PENTACLES-KNIGHT","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"231","塔罗牌","images/tarot/rws-1909-pentacles-13-queen.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-pentacles-13-queen.webp","塔罗抽牌与牌义图：RWS-PENTACLES-QUEEN","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"232","塔罗牌","images/tarot/rws-1909-pentacles-14-king.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-pentacles-14-king.webp","塔罗抽牌与牌义图：RWS-PENTACLES-KING","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"233","塔罗牌","images/tarot/rws-1909-swords-01-ace.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-swords-01-ace.webp","塔罗抽牌与牌义图：RWS-SWORDS-ACE","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"234","塔罗牌","images/tarot/rws-1909-swords-02-two.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-swords-02-two.webp","塔罗抽牌与牌义图：RWS-SWORDS-TWO","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"235","塔罗牌","images/tarot/rws-1909-swords-03-three.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-swords-03-three.webp","塔罗抽牌与牌义图：RWS-SWORDS-THREE","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"236","塔罗牌","images/tarot/rws-1909-swords-04-four.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-swords-04-four.webp","塔罗抽牌与牌义图：RWS-SWORDS-FOUR","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"237","塔罗牌","images/tarot/rws-1909-swords-05-five.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-swords-05-five.webp","塔罗抽牌与牌义图：RWS-SWORDS-FIVE","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
"238","塔罗牌","images/tarot/rws-1909-swords-06-six.webp","https://pub-1967bc5812ee4164b19a806fb1427021.r2.dev/images/tarot/rws-1909-swords-06-six.webp","塔罗抽牌与牌义图：RWS-SWORDS-SIX","/perspectives/tarot/","INTERACTIVE_FLOW_DISPLAYED","/perspectives/tarot/","content/interpretation/tarot/registries/tarot-visual-evidence-locator-v1.json | content/public-ux/symbolic-method/registries/tarot-artwork-production-manifest-v2.json | content/public-ux/symbolic-method/registries/tarot-r2-asset-delivery-registry-v1.json"
